product_id,product_name,brand,product_type,hair_issue,key_ingredients,rating,description,hair_issue_def,treatment,caused_by,product_image
94,T/Gel Therapeutic Shampoo,Neutrogena,Shampoo,Lichen Planus,Coal Tar,4.3,Shampoo Neutrogena Treatment for lichen planus.,"An inflammatory condition that can affect the skin and mucous membranes, including the scalp.","Prevention: Difficult to prevent due to unknown etiology.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with coal tar, corticosteroids.Rehabilitation: Ongoing management, avoiding potential triggers.","autoimmune, the immune system attacking cells of the skin or mucous membranes.",https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/25/bdae9521-a3b2-48c0-9f9a-192a70573f55.jpg
95,Psorent Psoriasis Topical Solution,Psorent,Solution,Lichen Planus,Benzalkonium Chloride,4.1,Solution Psorent Treatment for lichen planus.,"An inflammatory condition that can affect the skin and mucous membranes, including the scalp.","Prevention: Difficult to prevent due to unknown etiology.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with coal tar, corticosteroids.Rehabilitation: Ongoing management, avoiding potential triggers.","autoimmune, the immune system attacking cells of the skin or mucous membranes.",https://m.media-amazon.com/images/I/61ZzgleESCL.jpg
96,GoodSense Minoxidil Topical Solution,GoodSense,Solution,Male Pattern Baldness,Minoxidil,4.4,Solution GoodSense Treatment for male pattern baldness.,"Androgenetic alopecia, a common form of hair loss in men.","Prevention: Early intervention with treatments like minoxidil.Diagnosis: Clinical examination, family history.Treatment: Topical solutions like minoxidil, hair growth shampoos.Rehabilitation: Hair transplantation, psychological support.","Genetic factors, hormonal changes.",https://m.media-amazon.com/images/I/61AOmWNCUIL.jpg
97,Essy Naturals Hair Growth Oil,Essy Naturals,Oil,Male Pattern Baldness,Caffeine,4.5,Oil Essy Naturals Treatment for male pattern baldness.,"Androgenetic alopecia, a common form of hair loss in men.","Prevention: Early intervention with treatments like minoxidil.Diagnosis: Clinical examination, family history.Treatment: Topical solutions like minoxidil, hair growth shampoos.Rehabilitation: Hair transplantation, psychological support.","Genetic factors, hormonal changes.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjn9GF7oFStE_BZ7slwQl3LTjAWh5SldDyMg&s
98,FOLIGAIN Triple Action Shampoo,FOLIGAIN,Shampoo,Male Pattern Baldness,Trioxidil,4.3,Shampoo FOLIGAIN Treatment for male pattern baldness.,"Androgenetic alopecia, a common form of hair loss in men.","Prevention: Early intervention with treatments like minoxidil.Diagnosis: Clinical examination, family history.Treatment: Topical solutions like minoxidil, hair growth shampoos.Rehabilitation: Hair transplantation, psychological support.","Genetic factors, hormonal changes.",https://naturalfarm.sgp1.digitaloceanspaces.com/uploads/products/foligain-triple-action-shampoo-for-men-657a69dd0ecfe.jpeg
99,Amplixin Intensive Biotin Hair Growth Serum,Amplixin,Serum,Male Pattern Baldness,Biotin,4.4,Serum Amplixin Treatment for male pattern baldness.,"Androgenetic alopecia, a common form of hair loss in men.","Prevention: Early intervention with treatments like minoxidil.Diagnosis: Clinical examination, family history.Treatment: Topical solutions like minoxidil, hair growth shampoos.Rehabilitation: Hair transplantation, psychological support.","Genetic factors, hormonal changes.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSl9keDXG76QGYaYwUS4CLcvpXK8C0EfmGrtg&s
100,Equate Minoxidil Topical Solution,Equate,Solution,Male Pattern Baldness,Minoxidil,4.3,Solution Equate Treatment for male pattern baldness.,"Androgenetic alopecia, a common form of hair loss in men.","Prevention: Early intervention with treatments like minoxidil.Diagnosis: Clinical examination, family history.Treatment: Topical solutions like minoxidil, hair growth shampoos.Rehabilitation: Hair transplantation, psychological support.","Genetic factors, hormonal changes.",https://i5.walmartimages.com/seo/Equate-Minoxidil-Topical-Solution-USP-5-Percent-Extra-Strength-90-Day-Liquid-6-oz_0e193921-01a9-42f4-90e1-c697d9c27f4e.f8509775f64953cfc6bacd4aebc16b69.jpeg
101,Puracy Natural Shampoo,Puracy,Shampoo,Psoriasis,Zinc Pyrithione,4.4,Shampoo Puracy Treatment for psoriasis.,"A chronic autoimmune condition that causes rapid skin cell turnover, leading to scaling and inflammation.","Prevention: Avoiding known triggers, managing stress.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with ingredients like salicylic acid, zinc pyrithione.Rehabilitation: Long-term management, use of emollients.","Genetic predisposition, immune system dysfunction.",https://puracy.com/cdn/shop/files/B09CG6NQRLCompressed_1200x.webp?v=1695999701
102,Jason Dandruff Relief Treatment Shampoo,Jason,Shampoo,Psoriasis,Sulfur,4.3,Shampoo Jason Treatment for psoriasis.,"A chronic autoimmune condition that causes rapid skin cell turnover, leading to scaling and inflammation.","Prevention: Avoiding known triggers, managing stress.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with ingredients like salicylic acid, zinc pyrithione.Rehabilitation: Long-term management, use of emollients.","Genetic predisposition, immune system dysfunction.",https://images.tokopedia.net/img/cache/700/VqbcmM/2022/4/1/aaa2164d-6392-4422-86fb-ad79e2698716.png
103,Kenkoderm Psoriasis Therapeutic Shampoo,Kenkoderm,Shampoo,Psoriasis,Salicylic Acid,4.5,Shampoo Kenkoderm Treatment for psoriasis.,"A chronic autoimmune condition that causes rapid skin cell turnover, leading to scaling and inflammation.","Prevention: Avoiding known triggers, managing stress.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with ingredients like salicylic acid, zinc pyrithione.Rehabilitation: Long-term management, use of emollients.","Genetic predisposition, immune system dysfunction.",https://m.media-amazon.com/images/I/41zxw-TyHdL.jpg
104,Wild Naturals Eczema & Psoriasis Shampoo,Wild Naturals,Shampoo,Psoriasis,Manuka Honey,4.4,Shampoo Wild Naturals Treatment for psoriasis.,"A chronic autoimmune condition that causes rapid skin cell turnover, leading to scaling and inflammation.","Prevention: Avoiding known triggers, managing stress.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with ingredients like salicylic acid, zinc pyrithione.Rehabilitation: Long-term management, use of emollients.","Genetic predisposition, immune system dysfunction.",https://wildnaturals.com/cdn/shop/products/Wild_Naturals_Eczema_Psoriasis_Shampoo_16_Ounce_1000x.jpg?v=1618251915
105,Dermasolve Psoriasis Shampoo,Dermasolve,Shampoo,Psoriasis,Salicylic Acid,4.3,Shampoo Dermasolve Treatment for psoriasis.,"A chronic autoimmune condition that causes rapid skin cell turnover, leading to scaling and inflammation.","Prevention: Avoiding known triggers, managing stress.Diagnosis: Clinical examination, biopsy.Treatment: Medicated shampoos with ingredients like salicylic acid, zinc pyrithione.Rehabilitation: Long-term management, use of emollients.","Genetic predisposition, immune system dysfunction.",https://dermasolve.com/cdn/shop/products/DermasolveShampooMainImage.jpg?v=1635610071
106,BIOLAGE Scalpsync Anti-Dandruff Shampoo,BIOLAGE,Shampoo,Seborrheic Dermatitis,Pyrithione Zinc,4.5,Shampoo BIOLAGE Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf_n8KpeCzV_MuPfDvG6QN1d4lZrZNIjxkjw&s
107,Selsun Blue Itchy Dry Scalp Anti-Dandruff Shampoo,Selsun Blue,Shampoo,Seborrheic Dermatitis,Selenium Sulfide,4.4,Shampoo Selsun Blue Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSwdJkLdLww0GPkGLzQXOtDMccMwRayXtUpQ&s
108,Jason Dandruff Relief Treatment Shampoo,Jason,Shampoo,Seborrheic Dermatitis,Sulfur,4.3,Shampoo Jason Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://images.tokopedia.net/img/cache/700/VqbcmM/2022/4/1/aaa2164d-6392-4422-86fb-ad79e2698716.png
109,Dermarest Psoriasis Medicated Shampoo Plus Conditioner,Dermarest,Shampoo,Seborrheic Dermatitis,Salicylic Acid,4.4,Shampoo Dermarest Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://id-live-01.slatic.net/p/b55e0dc0fa0667418a9e52b95461a7b3.jpg
110,Neutrogena T/Gel Stubborn Itch Control Shampoo,Neutrogena,Shampoo,Seborrheic Dermatitis,Coal Tar,4.5,Shampoo Neutrogena Treatment for seborrheic dermatitis.,"A chronic inflammatory skin condition that affects the scalp, causing red, scaly, and itchy patches.","Prevention: Regular scalp care, avoiding known irritants.Diagnosis: Clinical evaluation, sometimes skin biopsy.Treatment: Medicated shampoos with ingredients like ketoconazole, coal tar, salicylic acid.Rehabilitation: Long-term use of medicated shampoos, stress management.","Overgrowth of Malassezia yeast, genetic factors, immune response.",https://images.tokopedia.net/img/cache/700/product-1/2020/4/5/2112494/2112494_e7970298-1366-46b2-bcb2-1c10944a5748_1080_1080.jpg
111,Advanced Trichology DHT Blocker with Immune Support,Advanced Trichology,Pills,Telogen Effluvium,Saw Palmetto,4.4,Pills Advanced Trichology Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://www.advancedtrichology.com/cdn/shop/products/Untitled_design_600x.png?v=1558398009
112,Hair Growth Stimulating Shampoo by Watermans,Watermans,Shampoo,Telogen Effluvium,Caffeine,4.5,Shampoo Watermans Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://images-cdn.ubuy.co.id/634f95250149d2559c315ab5-hair-strength-shampoo-grow-gorgeous.jpg
113,HairGenics Pronexa Clinical Strength Hair Growth Therapy Shampoo,HairGenics,Shampoo,Telogen Effluvium,Biotin,4.3,Shampoo HairGenics Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://m.media-amazon.com/images/I/51e2SQC9-8L.jpg
114,Thicker Fuller Hair Revitalizing Shampoo,Thicker Fuller Hair,Shampoo,Telogen Effluvium,Caffeine,4.4,Shampoo Thicker Fuller Hair Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://m.media-amazon.com/images/I/51RfXpraxnL.jpg
115,Majestic Pure Hair Loss Shampoo,Majestic Pure,Shampoo,Telogen Effluvium,Biotin,4.3,Shampoo Majestic Pure Treatment for telogen effluvium.,Temporary hair loss caused by stress or shock to the system.,"Prevention: Managing stress, maintaining a balanced diet.Diagnosis: Hair pull test, scalp biopsy.Treatment: Addressing underlying causes, use of shampoos with biotin, caffeine, argan oil.Rehabilitation: Nutritional support, stress management techniques.","Physical or emotional stress, hormonal changes, nutritional deficiencies.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo0gUhCVr3CVHKkoqIXhNnfrgMuMPsnADUBQ&s
116,Dr. Eddie’s Happy Cappy Medicated Shampoo,Dr. Eddie’s,Shampoo,Tinea Capitis,Pyrithione Zinc,4.4,Shampoo Dr. Eddie’s Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://m.media-amazon.com/images/I/71BApHNqW-L.jpg
117,Natural Riches Tea Tree Oil Shampoo,Natural Riches,Shampoo,Tinea Capitis,Tea Tree Oil,4.5,Shampoo Natural Riches Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvsW2l0-05r8lAiuK9mOwU95wvytv_sDaXwg&s
118,Derma-nu Anti-Fungal Therapeutic Shampoo,Derma-nu,Shampoo,Tinea Capitis,Tea Tree Oil,4.4,Shampoo Derma-nu Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://www.derma-nu.com/cdn/shop/products/Anti-Fungal-Soap-16oz_2000x_1_1200x.jpg?v=1677678075
119,Biotin Hair Growth Shampoo by Paisle Botanics,Paisle Botanics,Shampoo,Tinea Capitis,Biotin,4.3,Shampoo Paisle Botanics Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://images-cdn.ubuy.co.id/634f3adbb8703068cc34ec2e-anti-dandruff-shampoo-biotin-hair.jpg
120,First Botany Cosmeceuticals Tea Tree Oil Body & Foot Wash,First Botany,Body Wash,Tinea Capitis,Tea Tree Oil,4.4,Body Wash First Botany Treatment for tinea capitis.,"A fungal infection of the scalp, commonly seen in children.","Prevention: Avoiding sharing personal items, maintaining scalp hygiene.Diagnosis: Microscopic examination of hair, fungal culture.Treatment: Antifungal medications, shampoos with antifungal ingredients like ketoconazole, tea tree oil.Rehabilitation: Continual scalp hygiene, monitoring for recurrence.",Fungal infection (Trichophyton and Microsporum species).,https://m.media-amazon.com/images/I/612J8itwL5L.jpg
